,Unnamed: 0,timestamp,mx,my,mz,mAc
0,0.0,5000.0,-26.45,-26.76,-23.15,ACCURACY_VERYGOOD
1,1.0,5100.0,-28.5,-26.69,-23.15,ACCURACY_VERYGOOD
2,2.0,5200.0,-29.21,-26.45,-23.81,ACCURACY_VERYGOOD
3,3.0,5300.0,-28.5,-26.45,-23.81,ACCURACY_VERYGOOD
4,4.0,5400.0,-29.21,-25.97,-22.92,ACCURACY_VERYGOOD
5,5.0,5500.0,-29.21,-26.76,-25.31,ACCURACY_VERYGOOD
6,6.0,5600.0,-27.77,-26.93,-24.71,ACCURACY_VERYGOOD
7,7.0,5700.0,-28.5,-26.45,-23.81,ACCURACY_VERYGOOD
8,8.0,5800.0,-28.5,-27.18,-24.0,ACCURACY_VERYGOOD
9,9.0,5900.0,-28.5,-26.27,-24.47,ACCURACY_VERYGOOD
10,10.0,6000.0,-27.77,-25.55,-24.23,ACCURACY_VERYGOOD
11,11.0,6100.0,-28.5,-25.37,-24.89,ACCURACY_VERYGOOD
12,12.0,6200.0,-28.5,-25.55,-24.23,ACCURACY_VERYGOOD
13,13.0,6300.0,-30.47,-25.37,-24.89,ACCURACY_VERYGOOD
14,14.0,6400.0,-30.47,-25.37,-24.89,ACCURACY_VERYGOOD
15,15.0,6500.0,-29.81,-26.21,-24.42,ACCURACY_VERYGOOD
16,16.0,6600.0,-29.09,-25.97,-25.07,ACCURACY_VERYGOOD
17,17.0,6700.0,-27.71,-26.39,-23.76,ACCURACY_VERYGOOD
18,18.0,6800.0,-29.09,-28.61,-23.81,ACCURACY_VERYGOOD
19,19.0,6900.0,-27.0,-25.13,-23.34,ACCURACY_VERYGOOD
20,10.0,6000.0,-27.77,-25.55,-24.23,ACCURACY_VERYGOOD
21,11.0,6100.0,-28.5,-25.37,-24.89,ACCURACY_VERYGOOD
22,12.0,6200.0,-28.5,-25.55,-24.23,ACCURACY_VERYGOOD
23,13.0,6300.0,-30.47,-25.37,-24.89,ACCURACY_VERYGOOD
24,14.0,6400.0,-30.47,-25.37,-24.89,ACCURACY_VERYGOOD
25,15.0,6500.0,-29.81,-26.21,-24.42,ACCURACY_VERYGOOD
26,16.0,6600.0,-29.09,-25.97,-25.07,ACCURACY_VERYGOOD
27,17.0,6700.0,-27.71,-26.39,-23.76,ACCURACY_VERYGOOD
28,18.0,6800.0,-29.09,-28.61,-23.81,ACCURACY_VERYGOOD
29,19.0,6900.0,-27.0,-25.13,-23.34,ACCURACY_VERYGOOD
