,timestamp,mx,my,mz,mAc,timestamp,pressure,timestamp,light,timestamp,ax,ay,az,timestamp,gx,gy,gz,timestamp,uv
0,5000.0,64.86,9.65,5.87,ACCURACY_BAD,5000.0,1002.21,5000.0,12.0,5000.0,7.767102241516112,3.0149567127227783,-2.2947168350219727,5000.0,9.339119911193848,-24.416000366210927,-104.68360137939452,5000.0,0.0
1,5100.0,64.86,9.65,5.87,ACCURACY_BAD,5100.0,1002.21,5100.0,12.0,5100.0,7.767102241516112,3.0149567127227783,-2.2947168350219727,5100.0,9.339119911193848,-24.416000366210927,-104.68360137939452,5100.0,0.0
2,5200.0,66.9,9.42,4.44,ACCURACY_BAD,5200.0,1002.21,5200.0,12.0,5200.0,7.767102241516112,3.0149567127227783,-2.2947168350219727,5200.0,9.339119911193848,-24.416000366210927,-104.68360137939452,5200.0,0.0
3,5300.0,69.0,5.69,4.61,ACCURACY_BAD,5300.0,1002.21,5300.0,12.0,5300.0,12.892528533935547,5.034498691558838,-3.7567315101623535,5300.0,-11.10927963256836,2.746799945831299,21.42503929138184,5300.0,0.0
4,5400.0,73.19,3.29,5.27,ACCURACY_BAD,5400.0,1002.22,5400.0,10.0,5400.0,12.892528533935547,5.034498691558838,-3.7567315101623535,5400.0,-11.10927963256836,2.746799945831299,21.42503929138184,5400.0,0.0
5,5500.0,74.58,0.23,3.59,ACCURACY_BAD,5500.0,1002.22,5500.0,10.0,5500.0,9.944571495056152,2.737389087677002,-2.6057839393615723,5500.0,23.317279815673828,33.388877868652344,102.24199676513672,5500.0,0.0
6,5600.0,75.29,-4.01,3.53,ACCURACY_BAD,5600.0,1002.22,5600.0,15.0,5600.0,9.944571495056152,2.737389087677002,-2.6057839393615723,5600.0,23.317279815673828,33.388877868652344,102.24199676513672,5600.0,0.0
7,5700.0,74.58,-4.25,4.19,ACCURACY_BAD,5700.0,1002.22,5700.0,15.0,5700.0,7.503891944885254,1.2993026971817017,-2.715853452682495,5700.0,30.45895957946777,18.922399520874023,81.91567993164062,5700.0,0.0
8,5800.0,75.29,-6.17,3.53,ACCURACY_BAD,5800.0,1002.22,5800.0,21.0,5800.0,7.503891944885254,1.2993026971817017,-2.715853452682495,5800.0,30.45895957946777,18.922399520874023,81.91567993164062,5800.0,0.0
9,5900.0,75.29,-6.17,3.53,ACCURACY_BAD,5900.0,1002.22,5900.0,21.0,5900.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,5900.0,21.302959442138672,-7.568959712982178,13.24567985534668,5900.0,0.0
10,5500.0,74.58,0.23,3.59,ACCURACY_BAD,5500.0,1002.22,5500.0,10.0,5500.0,9.944571495056152,2.737389087677002,-2.6057839393615723,5500.0,23.317279815673828,33.388877868652344,102.24199676513672,5500.0,0.0
11,5600.0,75.29,-4.01,3.53,ACCURACY_BAD,5600.0,1002.22,5600.0,15.0,5600.0,9.944571495056152,2.737389087677002,-2.6057839393615723,5600.0,23.317279815673828,33.388877868652344,102.24199676513672,5600.0,0.0
12,5700.0,74.58,-4.25,4.19,ACCURACY_BAD,5700.0,1002.22,5700.0,15.0,5700.0,7.503891944885254,1.2993026971817017,-2.715853452682495,5700.0,30.45895957946777,18.922399520874023,81.91567993164062,5700.0,0.0
13,5800.0,75.29,-6.17,3.53,ACCURACY_BAD,5800.0,1002.22,5800.0,21.0,5800.0,7.503891944885254,1.2993026971817017,-2.715853452682495,5800.0,30.45895957946777,18.922399520874023,81.91567993164062,5800.0,0.0
14,5900.0,75.29,-6.17,3.53,ACCURACY_BAD,5900.0,1002.22,5900.0,21.0,5900.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,5900.0,21.302959442138672,-7.568959712982178,13.24567985534668,5900.0,0.0
15,6000.0,73.91,-1.5,0.17,ACCURACY_BAD,6000.0,1002.24,6000.0,24.0,6000.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,6000.0,21.302959442138672,-7.568959712982178,13.24567985534668,6000.0,0.0
16,6100.0,71.81,6.77,3.59,ACCURACY_BAD,6100.0,1002.24,6100.0,24.0,6100.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,6100.0,21.302959442138672,-7.568959712982178,13.24567985534668,6100.0,0.0
17,6200.0,69.72,8.93,3.59,ACCURACY_BAD,6200.0,1002.27,6200.0,20.0,6200.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,6200.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,6200.0,0.0
18,6300.0,67.61,10.73,4.85,ACCURACY_BAD,6300.0,1002.27,6300.0,20.0,6300.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,6300.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,6300.0,0.0
19,6400.0,65.51,16.68,6.77,ACCURACY_BAD,6400.0,1002.28,6400.0,10.0,6400.0,9.265008926391602,2.6943180561065674,-1.588834285736084,6400.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,6400.0,0.0
20,6000.0,73.91,-1.5,0.17,ACCURACY_BAD,6000.0,1002.24,6000.0,24.0,6000.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,6000.0,21.302959442138672,-7.568959712982178,13.24567985534668,6000.0,0.0
21,6100.0,71.81,6.77,3.59,ACCURACY_BAD,6100.0,1002.24,6100.0,24.0,6100.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,6100.0,21.302959442138672,-7.568959712982178,13.24567985534668,6100.0,0.0
22,6200.0,69.72,8.93,3.59,ACCURACY_BAD,6200.0,1002.27,6200.0,20.0,6200.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,6200.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,6200.0,0.0
23,6300.0,67.61,10.73,4.85,ACCURACY_BAD,6300.0,1002.27,6300.0,20.0,6300.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,6300.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,6300.0,0.0
24,6400.0,65.51,16.68,6.77,ACCURACY_BAD,6400.0,1002.28,6400.0,10.0,6400.0,9.265008926391602,2.6943180561065674,-1.588834285736084,6400.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,6400.0,0.0
25,6500.0,65.51,15.59,7.79,ACCURACY_BAD,6500.0,1002.28,6500.0,10.0,6500.0,9.265008926391602,2.6943180561065674,-1.588834285736084,6500.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,6500.0,0.0
26,6600.0,66.23,15.59,7.79,ACCURACY_BAD,6600.0,1002.26,6600.0,7.0,6600.0,9.265008926391602,2.6943180561065674,-1.588834285736084,6600.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,6600.0,0.0
27,6700.0,69.0,10.73,4.85,ACCURACY_BAD,6700.0,1002.26,6700.0,7.0,6700.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,6700.0,12.818399429321287,-0.7935199737548828,10.193679809570312,6700.0,0.0
28,6800.0,69.0,10.73,4.85,ACCURACY_BAD,6800.0,1002.26,6800.0,7.0,6800.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,6800.0,12.818399429321287,-0.7935199737548828,10.193679809570312,6800.0,0.0
29,6900.0,76.01,7.07,7.19,ACCURACY_BAD,6900.0,1002.24,6900.0,7.0,6900.0,15.424134254455565,2.366501569747925,-3.924229145050049,6900.0,98.94583892822266,31.98495864868164,59.51399993896485,6900.0,0.0
30,6500.0,65.51,15.59,7.79,ACCURACY_BAD,6500.0,1002.28,6500.0,10.0,6500.0,9.265008926391602,2.6943180561065674,-1.588834285736084,6500.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,6500.0,0.0
31,6600.0,66.23,15.59,7.79,ACCURACY_BAD,6600.0,1002.26,6600.0,7.0,6600.0,9.265008926391602,2.6943180561065674,-1.588834285736084,6600.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,6600.0,0.0
32,6700.0,69.0,10.73,4.85,ACCURACY_BAD,6700.0,1002.26,6700.0,7.0,6700.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,6700.0,12.818399429321287,-0.7935199737548828,10.193679809570312,6700.0,0.0
33,6800.0,69.0,10.73,4.85,ACCURACY_BAD,6800.0,1002.26,6800.0,7.0,6800.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,6800.0,12.818399429321287,-0.7935199737548828,10.193679809570312,6800.0,0.0
34,6900.0,76.01,7.07,7.19,ACCURACY_BAD,6900.0,1002.24,6900.0,7.0,6900.0,15.424134254455565,2.366501569747925,-3.924229145050049,6900.0,98.94583892822266,31.98495864868164,59.51399993896485,6900.0,0.0
35,7000.0,78.77,1.97,2.7,ACCURACY_BAD,7000.0,1002.24,7000.0,11.0,7000.0,15.424134254455565,2.366501569747925,-3.924229145050049,7000.0,98.94583892822266,31.98495864868164,59.51399993896485,7000.0,0.0
36,7100.0,80.15,-1.19,5.94,ACCURACY_BAD,7100.0,1002.24,7100.0,11.0,7100.0,7.9585280418396,1.146162033081055,-2.675175428390503,7100.0,46.39039993286133,23.0120792388916,112.3135986328125,7100.0,0.0
37,7200.0,80.15,-2.93,4.61,ACCURACY_BAD,7200.0,1002.25,7200.0,11.0,7200.0,7.9585280418396,1.146162033081055,-2.675175428390503,7200.0,46.39039993286133,23.0120792388916,112.3135986328125,7200.0,0.0
38,7300.0,76.01,-3.53,4.44,ACCURACY_BAD,7300.0,1002.25,7300.0,11.0,7300.0,6.7142601013183585,0.882951557636261,-2.9216365814208984,7300.0,12.146960258483887,-31.13039970397949,-34.85383987426758,7300.0,0.0
39,7400.0,73.91,2.39,1.43,ACCURACY_BAD,7400.0,1002.25,7400.0,20.0,7400.0,6.7142601013183585,0.882951557636261,-2.9216365814208984,7400.0,12.146960258483887,-31.13039970397949,-34.85383987426758,7400.0,0.0
40,7000.0,78.77,1.97,2.7,ACCURACY_BAD,7000.0,1002.24,7000.0,11.0,7000.0,15.424134254455565,2.366501569747925,-3.924229145050049,7000.0,98.94583892822266,31.98495864868164,59.51399993896485,7000.0,0.0
41,7100.0,80.15,-1.19,5.94,ACCURACY_BAD,7100.0,1002.24,7100.0,11.0,7100.0,7.9585280418396,1.146162033081055,-2.675175428390503,7100.0,46.39039993286133,23.0120792388916,112.3135986328125,7100.0,0.0
42,7200.0,80.15,-2.93,4.61,ACCURACY_BAD,7200.0,1002.25,7200.0,11.0,7200.0,7.9585280418396,1.146162033081055,-2.675175428390503,7200.0,46.39039993286133,23.0120792388916,112.3135986328125,7200.0,0.0
43,7300.0,76.01,-3.53,4.44,ACCURACY_BAD,7300.0,1002.25,7300.0,11.0,7300.0,6.7142601013183585,0.882951557636261,-2.9216365814208984,7300.0,12.146960258483887,-31.13039970397949,-34.85383987426758,7300.0,0.0
44,7400.0,73.91,2.39,1.43,ACCURACY_BAD,7400.0,1002.25,7400.0,20.0,7400.0,6.7142601013183585,0.882951557636261,-2.9216365814208984,7400.0,12.146960258483887,-31.13039970397949,-34.85383987426758,7400.0,0.0
45,7500.0,73.19,3.72,3.95,ACCURACY_BAD,7500.0,1002.25,7500.0,20.0,7500.0,6.7142601013183585,0.882951557636261,-2.9216365814208984,7500.0,12.146960258483887,-31.13039970397949,-34.85383987426758,7500.0,0.0
46,7600.0,72.47,10.73,7.01,ACCURACY_BAD,7600.0,1002.25,7600.0,20.0,7600.0,8.427520751953125,1.308874011039734,-2.959921598434448,7600.0,-37.47855758666992,-48.770957946777344,-118.29551696777344,7600.0,0.0
47,7700.0,68.33,18.23,10.85,ACCURACY_BAD,7700.0,1002.25,7700.0,20.0,7700.0,8.427520751953125,1.308874011039734,-2.959921598434448,7700.0,-37.47855758666992,-48.770957946777344,-118.29551696777344,7700.0,0.0
48,7800.0,65.51,21.6,14.03,ACCURACY_BAD,7800.0,1002.27,7800.0,11.0,7800.0,8.427520751953125,1.308874011039734,-2.959921598434448,7800.0,-37.47855758666992,-48.770957946777344,-118.29551696777344,7800.0,0.0
49,7900.0,67.61,20.03,12.11,ACCURACY_BAD,7900.0,1002.27,7900.0,11.0,7900.0,16.232908248901367,4.012763977050781,-1.5218352079391482,7900.0,-121.46959686279295,2.3195199966430664,-92.353515625,7900.0,0.0
50,7500.0,73.19,3.72,3.95,ACCURACY_BAD,7500.0,1002.25,7500.0,20.0,7500.0,6.7142601013183585,0.882951557636261,-2.9216365814208984,7500.0,12.146960258483887,-31.13039970397949,-34.85383987426758,7500.0,0.0
51,7600.0,72.47,10.73,7.01,ACCURACY_BAD,7600.0,1002.25,7600.0,20.0,7600.0,8.427520751953125,1.308874011039734,-2.959921598434448,7600.0,-37.47855758666992,-48.770957946777344,-118.29551696777344,7600.0,0.0
52,7700.0,68.33,18.23,10.85,ACCURACY_BAD,7700.0,1002.25,7700.0,20.0,7700.0,8.427520751953125,1.308874011039734,-2.959921598434448,7700.0,-37.47855758666992,-48.770957946777344,-118.29551696777344,7700.0,0.0
53,7800.0,65.51,21.6,14.03,ACCURACY_BAD,7800.0,1002.27,7800.0,11.0,7800.0,8.427520751953125,1.308874011039734,-2.959921598434448,7800.0,-37.47855758666992,-48.770957946777344,-118.29551696777344,7800.0,0.0
