,timestamp,mx,my,mz
0,5000.0,-32.79399871826172,-134.83700561523438,-13.284000396728516
1,5100.0,-30.31599998474121,-133.32600402832028,-13.284000396728516
2,5200.0,-30.69099998474121,-134.49000549316406,-13.284000396728516
3,5300.0,-30.69099998474121,-134.82200622558594,-15.968000411987305
4,5400.0,-30.69099998474121,-137.22900390625,-18.283000946044922
5,5500.0,-31.125999450683594,-138.72200012207028,-17.604000091552734
6,5600.0,-31.50399971008301,-138.71099853515622,-17.988000869750977
7,5700.0,-31.87100028991699,-138.71099853515622,-18.645999908447266
8,5800.0,-32.194000244140625,-139.01899719238278,-18.988000869750977
9,5900.0,-32.86999893188477,-139.01899719238278,-19.30299949645996
10,6000.0,-33.5989990234375,-135.27000427246094,-20.65699958801269
11,6100.0,-33.5989990234375,-129.27999877929688,-26.32099914550781
12,6200.0,-33.041000366210945,-126.7509994506836,-28.645999908447266
13,6300.0,-32.650001525878906,-125.9749984741211,-28.32699966430664
14,6400.0,-31.391000747680664,-125.59300231933594,-28.63999938964844
15,6500.0,-31.05599975585937,-125.9000015258789,-28.981000900268555
16,6600.0,-33.450000762939446,-125.9000015258789,-28.981000900268555
17,6700.0,-34.583999633789055,-125.9000015258789,-28.617000579833984
18,6800.0,-35.20199966430664,-126.23999786376952,-27.9060001373291
19,6900.0,-35.7140007019043,-126.6520004272461,-27.9060001373291
20,7000.0,-39.0989990234375,-127.9980010986328,-29.832000732421875
21,7100.0,-42.097999572753906,-131.27799987792972,-34.867000579833984
22,7200.0,-43.54700088500977,-129.39100646972656,-30.54800033569336
23,7300.0,-43.66999816894531,-127.08100128173828,-27.5049991607666
24,7400.0,-43.66999816894531,-126.2020034790039,-28.256000518798828
25,7500.0,-43.986000061035156,-127.33599853515624,-31.25900077819824
26,7600.0,-44.32500076293945,-128.75,-30.31399917602539
27,7700.0,-44.67399978637695,-129.24400329589844,-31.658000946044922
28,7800.0,-44.67399978637695,-128.82200622558594,-32.61800003051758
29,7900.0,-43.8759994506836,-129.48399353027344,-35.16899871826172
30,8000.0,-43.84600067138672,-129.08000183105472,-35.80400085449219
31,8100.0,-43.1349983215332,-126.47699737548828,-43.4109992980957
32,8200.0,-42.82799911499024,-117.68699645996094,-48.07799911499024
33,8300.0,-45.42900085449219,-115.15299987792969,-45.94800186157226
34,8400.0,-44.96900177001953,-113.13700103759766,-43.165000915527344
35,8500.0,-39.50600051879883,-112.7509994506836,-42.303001403808594
36,8600.0,-42.84600067138672,-113.6729965209961,-39.55799865722656
37,8700.0,-40.21699905395508,-113.6729965209961,-44.2760009765625
38,8800.0,-39.47100067138672,-113.6729965209961,-44.49599838256836
39,8900.0,-36.53400039672852,-114.35299682617188,-42.48899841308594
40,9000.0,-34.65700149536133,-115.71099853515624,-42.76399993896485
41,9100.0,-30.110000610351566,-125.56600189208984,-52.89300155639648
42,9200.0,-21.69099998474121,-126.56199645996094,-63.32699966430664
43,9300.0,-17.068000793457028,-122.93299865722656,-66.33300018310547
44,9400.0,-8.361000061035156,-95.58799743652344,-182.6580047607422
45,9500.0,-26.32500076293945,-74.59200286865234,-81.90899658203125
46,9600.0,-12.765000343322756,-109.0770034790039,-58.13399887084961
47,9700.0,-7.427000045776367,-114.2300033569336,-52.90800094604492
48,9800.0,3.6559998989105225,-117.20999908447266,-53.88000106811523
49,9900.0,6.556000232696532,-121.96299743652344,-55.85900115966797
50,10000.0,15.890000343322756,-124.16000366210938,-46.05199813842773
51,10100.0,11.70300006866455,-130.69900512695312,-39.24399948120117
52,10200.0,6.997000217437744,-143.79100036621094,-35.505001068115234
53,10300.0,-3.788000106811523,-154.51499938964844,-32.639999389648445
54,10400.0,-6.86899995803833,-162.052001953125,-28.572999954223636
55,10500.0,-4.468999862670898,-165.60000610351562,-28.59600067138672
56,10600.0,2.0580000877380367,-166.3249969482422,-30.434999465942386
57,10700.0,4.184999942779541,-166.09100341796875,-30.75200080871582
