,Unnamed: 0,timestamp,mx,my,mz
0,0.0,5000.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
1,1.0,5100.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
2,2.0,5200.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
3,3.0,5300.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
4,4.0,5400.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
5,5.0,5500.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
6,6.0,5600.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
7,7.0,5700.0,-42.52000045776367,-6.164000034332275,-12.88599967956543
8,8.0,5800.0,-42.52000045776367,-6.466000080108643,-13.197999954223633
9,9.0,5900.0,-42.83700180053711,-6.466000080108643,-13.538999557495115
10,10.0,6000.0,-42.83700180053711,-6.466000080108643,-13.899999618530273
11,11.0,6100.0,-43.15900039672852,-6.466000080108643,-14.281999588012695
12,12.0,6200.0,-43.52399826049805,-6.466000080108643,-15.001999855041506
13,13.0,6300.0,-43.52399826049805,-6.466000080108643,-15.303000450134276
14,14.0,6400.0,-43.87900161743164,-6.466000080108643,-16.031999588012695
15,15.0,6500.0,-44.54399871826172,-6.466000080108643,-16.791999816894528
16,16.0,6600.0,-44.85599899291992,-6.1500000953674325,-18.70400047302246
17,17.0,6700.0,-45.21900177001953,-6.1500000953674325,-19.854000091552734
18,18.0,6800.0,-45.58399963378906,-5.835999965667725,-19.854000091552734
19,19.0,6900.0,-45.58399963378906,-5.835999965667725,-19.854000091552734
20,20.0,7000.0,-45.58399963378906,-5.835999965667725,-18.753999710083008
21,21.0,7100.0,-45.58399963378906,-5.835999965667725,-18.302000045776367
22,22.0,7200.0,-45.25899887084961,-5.835999965667725,-17.48900032043457
23,23.0,7300.0,-44.946998596191406,-6.210000038146973,-17.152999877929688
24,24.0,7400.0,-44.6349983215332,-6.210000038146973,-16.847000122070312
25,25.0,7500.0,-44.24800109863281,-6.8540000915527335,-16.173999786376953
26,26.0,7600.0,-43.861000061035156,-6.8540000915527335,-15.722000122070312
27,27.0,7700.0,-43.13800048828125,-7.158999919891357,-12.579000473022461
28,28.0,7800.0,-42.4630012512207,-7.158999919891357,-10.366000175476074
29,29.0,7900.0,-41.39699935913086,-6.76800012588501,-8.692000389099121
30,30.0,8000.0,-40.71500015258789,-6.420000076293945,-8.678999900817871
31,31.0,8100.0,-40.11199951171875,-6.120999813079834,-9.083000183105467
32,32.0,8200.0,-40.11199951171875,-5.809999942779541,-8.760000228881836
33,33.0,8300.0,-40.428001403808594,-5.809999942779541,-9.100000381469727
34,34.0,8400.0,-40.736000061035156,-5.809999942779541,-9.854999542236328
35,35.0,8500.0,-41.45500183105469,-5.809999942779541,-10.260000228881836
36,36.0,8600.0,-41.45500183105469,-6.123000144958496,-10.609999656677246
37,37.0,8700.0,-41.76900100708008,-6.123000144958496,-10.94499969482422
38,38.0,8800.0,-41.76900100708008,-6.123000144958496,-11.282999992370605
39,39.0,8900.0,-42.08599853515625,-6.123000144958496,-11.642999649047852
40,40.0,9000.0,-42.43299865722656,-6.123000144958496,-12.050999641418455
41,41.0,9100.0,-42.737998962402344,-6.431000232696532,-12.869999885559082
42,42.0,9200.0,-43.05099868774414,-6.431000232696532,-13.663999557495115
43,43.0,9300.0,-43.05099868774414,-6.76200008392334,-14.08899974822998
